Source Display for .\Instrument Errors.xlsx
ErrorName,ErrorId,ErrorType,ErrorDisplaysMsg,ErrorDisplayMsg
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_D1,161,AssistanceNeeded,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_D2,162,AssistanceNeeded,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_P1,163,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_P2,164,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_E1,165,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_E2,166,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_D1,167,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_D2,168,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_P1,169,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_P2,170,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_E1,171,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_E2,172,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_D1,173,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_D2,174,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_P1,175,AssistanceNeeded,True,"The information on Droplet Generation Oil for Probes bottle 1 could not be read successfully.  Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_P2,176,AssistanceNeeded,True,"The information on Droplet Generation Oil for Probes bottle 2 could not be read successfully.  Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_E1,177,AssistanceNeeded,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_E2,178,AssistanceNeeded,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_D1,179,AssistanceNeeded,True,"The information on Droplet Reader bottle 1 could not be read successfully.  Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_D2,180,AssistanceNeeded,True,"The information on Droplet Reader bottle 2 could not be read successfully.  Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_P1,181,AssistanceNeeded,True,"The information on Droplet Generation Oil for Probes bottle 1 could not be read successfully.  Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_P2,182,AssistanceNeeded,True,"The information on Droplet Generation Oil for Probes bottle 2 could not be read successfully.  Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_E1,183,AssistanceNeeded,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_E2,184,AssistanceNeeded,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_D1,185,AssistanceNeeded,True,"The information on Droplet Reader bottle 1 could not be read successfully.  Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_D2,186,AssistanceNeeded,True,"The information on Droplet Reader bottle 2 could not be read successfully.  Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_UNKNOWN_ERROR_P1,187,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_UNKNOWN_ERROR_P2,188,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_UNKNOWN_ERROR_E1,189,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_UNKNOWN_ERROR_E2,190,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_UNKNOWN_ERROR_D1,191,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_UNKNOWN_ERROR_D2,192,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE_P1,193,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE_P2,194,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE_E1,195,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE_E2,196,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE_D1,197,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE_D2,198,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_FAILED_P1,199,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_FAILED_P2,200,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_FAILED_E1,201,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_FAILED_E2,202,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_FAILED_D1,203,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_FAILED_D2,204,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT_P1,205,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT_P2,206,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT_E1,207,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT_E2,208,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT_D1,209,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT_D2,210,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_MODULE_1_BUS_DOWN,211,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_MODULE_2_BUS_DOWN,212,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_MODULE_3_BUS_DOWN,213,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_MODULE_4_BUS_DOWN,214,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_MODULE_5_BUS_DOWN,215,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_MODULE_6_BUS_DOWN,216,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_P1,217,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_P2,218,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_E1,219,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_E2,220,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_D1,221,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_D2,222,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_P1,223,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_P2,224,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_E1,225,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_E2,226,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_D1,227,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_D2,228,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_P1,229,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_P2,230,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_E1,231,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_E2,232,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_D1,233,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_D2,234,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_IS_HUNG_P1,235,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_IS_HUNG_P2,236,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_IS_HUNG_E1,237,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_IS_HUNG_E2,238,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_IS_HUNG_D1,239,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_IS_HUNG_D2,240,Warning,False,
ERROR_CHASIS_ENTRY_HOTEL_SLOT_RESERVE_FAIL_SLOT1,277,AssistanceNeeded,True,"There is an unexpected plate in Inbox Slot 1.  Please remove it."
ERROR_CHASIS_ENTRY_HOTEL_SLOT_RESERVE_FAIL_SLOT2,278,AssistanceNeeded,True,"There is an unexpected plate in Inbox Slot 2.  Please remove it."
ERROR_CHASIS_ENTRY_HOTEL_SLOT_RESERVE_FAIL_SLOT3,279,AssistanceNeeded,True,"There is an unexpected plate in Inbox Slot 3.  Please remove it."
ERROR_CHASIS_ENTRY_HOTEL_SLOT_RESERVE_FAIL_SLOT4,280,AssistanceNeeded,True,"There is an unexpected plate in Inbox Slot 4.  Please remove it."
ERROR_CHASIS_ENTRY_HOTEL_SLOT_RESERVE_FAIL_SLOT5,281,AssistanceNeeded,True,"There is an unexpected plate in Inbox Slot 5.  Please remove it."
ERROR_CHASIS_ENTRY_HOTEL_UNEXPECTED_PLATE_SLOT1,282,AssistanceNeeded,True,"There is an unexpected plate in Inbox Slot 1.  Please remove it."
ERROR_CHASIS_ENTRY_HOTEL_UNEXPECTED_PLATE_SLOT2,283,AssistanceNeeded,True,"There is an unexpected plate in Inbox Slot 2.  Please remove it."
ERROR_CHASIS_ENTRY_HOTEL_UNEXPECTED_PLATE_SLOT3,284,AssistanceNeeded,True,"There is an unexpected plate in Inbox Slot 3.  Please remove it."
ERROR_CHASIS_ENTRY_HOTEL_UNEXPECTED_PLATE_SLOT4,285,AssistanceNeeded,True,"There is an unexpected plate in Inbox Slot 4.  Please remove it."
ERROR_CHASIS_ENTRY_HOTEL_UNEXPECTED_PLATE_SLOT5,286,AssistanceNeeded,True,"There is an unexpected plate in Inbox Slot 5.  Please remove it."
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_BAD_TAG_TYPE_W1,287,AssistanceNeeded,True,"The information on Waste bottle 1 could not be read successfully.  Please remove it and try another bottle."
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_BAD_TAG_TYPE_W2,288,AssistanceNeeded,True,"The information on Waste bottle 2 could not be read successfully.  Please remove it and try another bottle."
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_CORRUPT_TAG_W1,289,AssistanceNeeded,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_CORRUPT_TAG_W2,290,AssistanceNeeded,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_BUS_ERROR_W1,291,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_BUS_ERROR_W2,292,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TIMEOUT_W1,293,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TIMEOUT_W2,294,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_W1,295,AssistanceNeeded,True,"The information on Waste bottle 1 could not be read successfully.  Please remove it and try another bottle."
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_W2,296,AssistanceNeeded,True,"The information on Waste bottle 2 could not be read successfully.  Please remove it and try another bottle."
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_W1,297,AssistanceNeeded,True,"The information on Waste bottle 1 could not be read successfully.  Please remove it and try another bottle."
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_W2,298,AssistanceNeeded,True,"The information on Waste bottle 2 could not be read successfully.  Please remove it and try another bottle."
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_UNKNOWN_ERROR_W1,299,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_UNKNOWN_ERROR_W2,300,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE_W1,301,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE_W2,302,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_WRITE_DATA_FAILED_W1,303,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_WRITE_DATA_FAILED_W2,304,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT_W1,305,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT_W2,306,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_MODULE_1_BUS_DOWN,307,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_MODULE_2_BUS_DOWN,308,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_W1,309,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_W2,310,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_W1,311,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_W2,312,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_W1,313,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_W2,314,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_IS_HUNG_W1,315,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_IS_HUNG_W2,316,Warning,False,
ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT1,329,AssistanceNeeded,True,"There is an unexpected plate in Outbox Slot 1.  Please remove it."
ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT2,330,AssistanceNeeded,True,"There is an unexpected plate in Outbox Slot 2.  Please remove it."
ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT3,331,AssistanceNeeded,True,"There is an unexpected plate in Outbox Slot 3.  Please remove it."
ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT4,332,AssistanceNeeded,True,"There is an unexpected plate in Outbox Slot 4.  Please remove it."
ERROR_CHASIS_EXIT_HOTEL_SLOT_RESERVE_FAIL_SLOT5,333,AssistanceNeeded,True,"There is an unexpected plate in Outbox Slot 5.  Please remove it."
ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT1,334,AssistanceNeeded,True,"There is an unexpected plate in Outbox Slot 1.  Please remove it."
ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT2,335,AssistanceNeeded,True,"There is an unexpected plate in Outbox Slot 2.  Please remove it."
ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT3,336,AssistanceNeeded,True,"There is an unexpected plate in Outbox Slot 3.  Please remove it."
ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT4,337,AssistanceNeeded,True,"There is an unexpected plate in Outbox Slot 4.  Please remove it."
ERROR_CHASIS_EXIT_HOTEL_UNEXPECTED_PLATE_SLOT5,338,AssistanceNeeded,True,"There is an unexpected plate in Outbox Slot 5.  Please remove it."
ERROR_CHASIS_BFC_RFID_ERROR_BAD_TAG_TYPE,339,Warning,False,
ERROR_CHASIS_BFC_RFID_ERROR_CORRUPT_TAG,340,Warning,False,
ERROR_CHASIS_BFC_RFID_ERROR_BUS_ERROR,341,Warning,False,
ERROR_CHASIS_BFC_RFID_ERROR_TIMEOUT,342,Warning,False,
ERROR_CHASIS_BFC_RFID_ERROR_CORRUPT_RO_SECTION,343,Warning,False,
ERROR_CHASIS_BFC_RFID_ERROR_CORRUPT_RW_SECTION,344,Warning,False,
ERROR_CHASIS_BFC_RFID_ERROR_UNKNOWN_ERROR,359,Warning,False,
ERROR_CHASIS_BFC_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE,346,Warning,False,
ERROR_CHASIS_BFC_RFID_ERROR_WRITE_DATA_FAILED,347,Warning,False,
ERROR_CHASIS_BFC_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT,348,Warning,False,
ERROR_CHASIS_BFC_ROTATOR_LOST_COMS_P1,360,ServiceCall,True,"An error has occurred when trying to select a Droplet Generation Oil for Probes bottle.  Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_BFC_ROTATOR_LOST_COMS_P2,361,ServiceCall,True,"An error has occurred when trying to select a Droplet Generation Oil for Probes bottle.  Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_BFC_ROTATOR_LOST_COMS_E1,362,ServiceCall,False,
ERROR_CHASIS_BFC_ROTATOR_LOST_COMS_E2,363,ServiceCall,False,
ERROR_CHASIS_BFC_ROTATOR_TIMEOUT_P1,365,ServiceCall,True,"An error has occurred when trying to select a Droplet Generation Oil for Probes bottle.  Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_BFC_ROTATOR_TIMEOUT_P2,366,ServiceCall,True,"An error has occurred when trying to select a Droplet Generation Oil for Probes bottle.  Please allow the current runs to complete, if possible. Then power cycle the instrument and try again. If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_BFC_ROTATOR_TIMEOUT_E1,367,ServiceCall,False,
ERROR_CHASIS_BFC_ROTATOR_TIMEOUT_E2,368,ServiceCall,False,
ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_P1,370,Warning,False,
ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_P2,371,Warning,False,
ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_E1,372,Warning,False,
ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_E2,373,Warning,False,
ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_D1,374,Warning,False,
ERROR_CHASIS_BFC_RFID_WRITE_TIMEDOUT_D2,375,Warning,False,
ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_P1,382,Warning,False,
ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_P2,383,Warning,False,
ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_E1,384,Warning,False,
ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_E2,385,Warning,False,
ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_D1,386,Warning,False,
ERROR_CHASIS_BFC_RFID_ERROR_SIGNAL_RECEIVED_D2,387,Warning,False,
ERROR_CHASIS_BFC_RFID_WRITE_FAILED_P1,388,Warning,False,
ERROR_CHASIS_BFC_RFID_WRITE_FAILED_P2,389,Warning,False,
ERROR_CHASIS_BFC_RFID_WRITE_FAILED_E1,390,Warning,False,
ERROR_CHASIS_BFC_RFID_WRITE_FAILED_E2,391,Warning,False,
ERROR_CHASIS_BFC_RFID_WRITE_FAILED_D1,392,Warning,False,
ERROR_CHASIS_BFC_RFID_WRITE_FAILED_D2,393,Warning,False,
ERROR_CHASIS_BFC_RFID_READ_FAILED_P1,394,Warning,False,
ERROR_CHASIS_BFC_RFID_READ_FAILED_P2,395,Warning,False,
ERROR_CHASIS_BFC_RFID_READ_FAILED_E1,396,Warning,False,
ERROR_CHASIS_BFC_RFID_READ_FAILED_E2,397,Warning,False,
ERROR_CHASIS_BFC_RFID_READ_FAILED_D1,398,Warning,False,
ERROR_CHASIS_BFC_RFID_READ_FAILED_D2,399,Warning,False,
ERROR_CHASIS_BFC_DG_WASTE_OVER_TIME_RELEASED_W1,402,Warning,False,
ERROR_CHASIS_BFC_DG_WASTE_OVER_TIME_RELEASED_W2,403,Warning,False,
ERROR_CHASIS_BFC_DR_WASTE_OVER_TIME_RELEASED_W1,404,Warning,False,
ERROR_CHASIS_BFC_DR_WASTE_OVER_TIME_RELEASED_W2,405,Warning,False,
ERROR_CHASIS_BFC_WASTE_OVERFLOW_W1,406,AssistanceNeeded,True,"A waste overflow has occurred when pumping to waste bottle 1.  Please manually empty waste overflow reservoir from the waste removal port on the front of the instrument and replace waste bottle 1.  If the error re-occurs, please call service for assistance."
ERROR_CHASIS_BFC_WASTE_OVERFLOW_W2,407,AssistanceNeeded,True,"A waste overflow has occurred when pumping to waste bottle 2.  Please manually empty waste overflow reservoir from the waste removal port on the front of the instrument and replace waste bottle 2.  If the error re-occurs, please call service for assistance."
ERROR_CHASIS_BFC_WASTE_IN_ERROR_STATE_W1,408,Warning,False,
ERROR_CHASIS_BFC_WASTE_IN_ERROR_STATE_W2,409,Warning,False,
ERROR_CHASIS_BFC_WASTE_OVERFLOW_SENSOR_DETECTED,410,Warning,False,
ERROR_CHASIS_BFC_V24V_OUT_OF_RANGE,412,Warning,False,
ERROR_CHASIS_BFC_V5V_OUT_OF_RANGE,413,Warning,False,
ERROR_CHASIS_BFC_V3p3V_OUT_OF_RANGE,414,Warning,False,
ERROR_CHASIS_BFC_TEMP_OUT_OF_RANGE,415,Warning,False,
ERROR_CHASIS_BFC_FAN_FAILURE_DG,416,ServiceCall,True,"An internal cooling error has occurred which might impact quality of the data.  Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_BFC_FAN_FAILURE_TC,417,ServiceCall,True,"An internal cooling error has occurred which might impact quality of the data.  Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_BFC_FAN_FAILURE_DR,418,ServiceCall,True,"An internal cooling error has occurred which might impact quality of the data.  Please call Bio-Rad support to resolve the issue."
ERROR_CHASIS_FRONT_DOOR_I24V_OUT_OF_RANGE,419,Warning,False,
ERROR_CHASIS_FRONT_DOOR_MOTOR_1_FAULT,420,Warning,False,
ERROR_CHASIS_FRONT_DOOR_MOTOR_2_FAULT,421,Warning,False,
ERROR_CHASIS_FRONT_DOOR_ENTRY_NOT_HOMED,557,AssistanceNeeded,False,"Entry DOOR Error."
ERROR_CHASIS_FRONT_DOOR_EXIT_NOT_HOMED,558,AssistanceNeeded,False,"Exit Door Error"
ERROR_CHASIS_FRONT_DOOR_ENTRY_DOOR_ERROR_TIMEOUT,422,AssistanceNeeded,True,"An inbox door move has failed.  Please try again and call service if it persists"
ERROR_CHASIS_FRONT_DOOR_EXIT_DOOR_ERROR_TIMEOUT,423,AssistanceNeeded,True,"An outbox door move has failed.  Please try again and call service if it persists."
ERROR_CHASIS_FRONT_DOOR_ENTRY_DOOR_ERROR_OUT_OF_BOUNDS,424,AssistanceNeeded,True,"An inbox door move has failed.  Please try again and call service if it persists"
ERROR_CHASIS_FRONT_DOOR_EXIT_DOOR_ERROR_OUT_OF_BOUNDS,425,AssistanceNeeded,True,"An outbox door move has failed.  Please try again and call service if it persists."
ERROR_CHASIS_FRONT_DOOR_ENTRY_DOOR_ERROR_DID_NOT_REACH_TARGET_POSITION,426,AssistanceNeeded,True,"An inbox door move has failed.  Please try again and call service if it persists"
ERROR_CHASIS_FRONT_DOOR_EXIT_DOOR_ERROR_DID_NOT_REACH_TARGET_POSITION,427,Warning,False,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_BAD_TAG_TYPE,428,AssistanceNeeded,True,"An error has occurred while scanning the plate.  Please try a different plate.  If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_CORRUPT_TAG,429,AssistanceNeeded,True,"An error has occurred while scanning the plate.  Please try a different plate.  If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_BUS_ERROR,430,Warning,False,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_TIMEOUT,431,Warning,False,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_CORRUPT_RO_SECTION,432,AssistanceNeeded,True,"An error has occurred while scanning the plate.  Please try a different plate.  If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_CORRUPT_RW_SECTION,433,AssistanceNeeded,True,"An error has occurred while scanning the plate.  Please try a different plate.  If the issue persists, please call Bio-Rad support."
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_UNKNOWN_ERROR,449,Warning,False,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE,435,Warning,False,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_WRITE_DATA_FAILED,436,Warning,False,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT,437,Warning,False,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_RESETTING_MODULE_POWER,438,Warning,False,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_POWER_FAULT,439,Warning,False,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_I2C_RFID_BUS_DOWN,440,Warning,False,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_I2C_FRONT_LED_BUS_DOWN,441,Warning,False,
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_RESETTING_I2C_PERIPHERAL,442,Warning,False,"Chassis front door RFID error, resetting I2C peripheral"
ERROR_CHASIS_FRONT_DOOR_RFID_ERROR_TAG_ERROR_RFID_MODULE_RETURNED_ERROR,443,Warning,False,
