Source Display for .\DNA2InstrumentErrorCodes.json,,,,
ErrorName,ErrorModule,ErrorType,ErrorDisplaysMsg,ErrorDisplayMsg
ERROR_DR_DETECTOR_LED_DRIVE_RED_FAN_LOCK_ERROR,DR,ServiceCall,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_CYAN_FAN_LOCK_ERROR,DR,ServiceCall,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_PID_UNSETTLED,DR,ServiceCall,TRUE,DR detector LED drive PID unsettled
ERROR_DR_DETECTOR_LED_DRIVE_PID_FAILED_TIMEOUT,DR,ServiceCall,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_GREEN_LED_DAC_WARNING_LEVEL_REACHED,DR,ServiceCall,TRUE,DR detector LED drive green LED DAC warning level reached
ERROR_DR_DETECTOR_LED_DRIVE_RED_LED_DAC_WARNING_LEVEL_REACHED,DR,ServiceCall,TRUE,DR detector LED drive red LED DAC warning level reached
ERROR_DR_DETECTOR_LED_DRIVE_GREEN_LED_DAC_MAX_VALUE_REACHED,DR,ServiceCall,TRUE,DR detector LED drive green LED DAC max value reached
ERROR_DR_DETECTOR_LED_DRIVE_RED_LED_DAC_MAX_VALUE_REACHED,DR,ServiceCall,TRUE,DR detector LED drive red LED DAC max value reached
ERROR_DR_DETECTOR_LED_DRIVE_FAN_FAILURE_ERROR,DR,ServiceCall,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_CONFIGURATION_ERROR,DR,ServiceCall,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_DIGITAL_POT_ERROR,DR,ServiceCall,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_UNKNOWN_ERROR,DR,ServiceCall,TRUE,DR detector LED drive unknown error
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BAD_TAG_TYPE_P1,RfidProbesOil1,AssistanceNeeded,TRUE,The information on Droplet Generation Oil for Probes bottle 1 could not be read successfully. Please remove it and try another bottle.
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BAD_TAG_TYPE_P2,RfidProbesOil2,AssistanceNeeded,TRUE,The information on Droplet Generation Oil for Probes bottle 2 could not be read successfully. Please remove it and try another bottle.
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BAD_TAG_TYPE_E1,RfidEvagreenOil1,AssistanceNeeded,TRUE,"Chassis entry hotel RFID error, bad tag type E1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BAD_TAG_TYPE_E2,RfidEvagreenOil2,AssistanceNeeded,TRUE,"Chassis entry hotel RFID error, bad tag type E2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BAD_TAG_TYPE_D1,RfidDrOil1,AssistanceNeeded,TRUE,The information on Droplet Reader bottle 1 could not be read successfully. Please remove it and try another bottle.
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BAD_TAG_TYPE_D2,RfidDrOil2,AssistanceNeeded,TRUE,"""The information on Droplet Reader bottle 2 could not be read successfully. Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_P1,RfidProbesOil1,AssistanceNeeded,TRUE,"Chassis entry hotel RFID error, corrupt tag P1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_P2,RfidProbesOil2,AssistanceNeeded,TRUE,"Chassis entry hotel RFID error, corrupt tag P2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_E1,RfidEvagreenOil1,AssistanceNeeded,TRUE,"Chassis entry hotel RFID error, corrupt tag E1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_E2,RfidEvagreenOil2,AssistanceNeeded,TRUE,"Chassis entry hotel RFID error, corrupt tag E2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_D1,RfidDrOil1,AssistanceNeeded,TRUE,"Chassis entry hotel RFID error, corrupt tag D1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_D2,RfidDrOil2,AssistanceNeeded,TRUE,"Chassis entry hotel RFID error, corrupt tag D2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_P1,RfidProbesOil1,Warning,TRUE,"Chassis entry hotel RFID error, bus error P1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_P2,RfidProbesOil2,Warning,TRUE,"Chassis entry hotel RFID error, bus error P2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_E1,RfidEvagreenOil1,Warning,TRUE,"Chassis entry hotel RFID error, bus error E1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_E2,RfidEvagreenOil2,Warning,TRUE,"Chassis entry hotel RFID error, bus error E2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_D1,RfidDrOil1,Warning,TRUE,"Chassis entry hotel RFID error, bus error D1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_D2,RfidDrOil2,Warning,TRUE,"Chassis entry hotel RFID error, bus error D2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_P1,RfidProbesOil1,Warning,TRUE,"Chassis entry hotel RFID error, timeout P1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_P2,RfidProbesOil2,Warning,TRUE,"Chassis entry hotel RFID error, timeout P2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_E1,RfidEvagreenOil1,Warning,TRUE,"Chassis entry hotel RFID error, timeout E1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_E2,RfidEvagreenOil2,Warning,TRUE,"Chassis entry hotel RFID error, timeout E2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_D1,RfidDrOil1,Warning,TRUE,"Chassis entry hotel RFID error, timeout D1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_D2,RfidDrOil2,Warning,TRUE,"Chassis entry hotel RFID error, timeout D2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_P1,RfidProbesOil1,AssistanceNeeded,TRUE,"The information on Droplet Generation Oil for Probes bottle 1 could not be read successfully.
 • Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_P2,RfidProbesOil2,AssistanceNeeded,TRUE,"The information on Droplet Generation Oil for Probes bottle 2 could not be read successfully.
 • Please remove it and try another bottle"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_E1,RfidEvagreenOil1,AssistanceNeeded,TRUE,"The bottle inserted into the DG Oil EvaGreen 1 slot has a corrupted Read-Only RFID section.
 • Remove and insert a bottle with DG EvaGreen Oil."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_E2,RfidEvagreenOil2,AssistanceNeeded,TRUE,"The bottle inserted into the DG Oil EvaGreen 2 slot has a corrupted Read-Only RFID section.
 • Remove and insert a bottle with DG EvaGreen Oil."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_D1,RfidDrOil1,AssistanceNeeded,TRUE,"The information on Droplet Reader bottle 1 could not be read successfully.
 Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_D2,RfidDrOil2,AssistanceNeeded,TRUE,"The information on Droplet Reader bottle 2 could not be read successfully.
 Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_P1,RfidProbesOil1,AssistanceNeeded,TRUE,"The information on Droplet Generation Oil for Probes bottle 1 could not be read successfully.
 • Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_P2,RfidProbesOil2,AssistanceNeeded,TRUE,"The information on Droplet Generation Oil for Probes bottle 2 could not be read successfully.
 • Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_E1,RfidEvagreenOil1,AssistanceNeeded,TRUE,"The bottle inserted into the DG Oil EvaGreen 1 slot has a corrupted Read-Write RFID section.
 • Remove and insert a bottle with DG EvaGreen Oil."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_E2,RfidEvagreenOil2,AssistanceNeeded,TRUE,"The bottle inserted into the DG Oil EvaGreen 2 slot has a corrupted Read-Write RFID section.
 • Remove and insert a bottle with DG EvaGreen Oil."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_D1,RfidDrOil1,AssistanceNeeded,TRUE,"The information on Droplet Reader bottle 1 could not be read successfully.
 • Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_D2,RfidDrOil2,AssistanceNeeded,TRUE,"The information on Droplet Reader bottle 2 could not be read successfully.
 • Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_UNKNOWN_ERROR_P1,RfidProbesOil1,Warning,TRUE,"Chassis entry hotel RFID error, unknown error P1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_UNKNOWN_ERROR_P2,RfidProbesOil2,Warning,TRUE,"Chassis entry hotel RFID error, unknown error P2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_UNKNOWN_ERROR_E1,RfidEvagreenOil1,Warning,TRUE,"Chassis entry hotel RFID error, unknown error E1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_UNKNOWN_ERROR_E2,RfidEvagreenOil2,Warning,TRUE,"Chassis entry hotel RFID error, unknown error E2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_UNKNOWN_ERROR_D1,RfidDrOil1,Warning,TRUE,"Chassis entry hotel RFID error, unknown error D1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_UNKNOWN_ERROR_D2,RfidDrOil2,Warning,TRUE,"Chassis entry hotel RFID error, unknown error D2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE_P1,RfidProbesOil1,Warning,TRUE,"Chassis entry hotel RFID error, tag changed before write P1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE_P2,RfidProbesOil2,Warning,TRUE,"Chassis entry hotel RFID error, tag changed before write P2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE_E1,RfidEvagreenOil1,Warning,TRUE,"Chassis entry hotel RFID error, tag changed before write E1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE_E2,RfidEvagreenOil2,Warning,TRUE,"Chassis entry hotel RFID error, tag changed before write E2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE_D1,RfidDrOil1,Warning,TRUE,"Chassis entry hotel RFID error, tag changed before write D1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE_D2,RfidDrOil2,Warning,TRUE,"Chassis entry hotel RFID error, tag changed before write D2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_FAILED_P1,RfidProbesOil1,Warning,TRUE,"Chassis entry hotel RFID error, write data failed P1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_FAILED_P2,RfidProbesOil2,Warning,TRUE,"Chassis entry hotel RFID error, write data failed P2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_FAILED_E1,RfidEvagreenOil1,Warning,TRUE,"Chassis entry hotel RFID error, write data failed E1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_FAILED_E2,RfidEvagreenOil2,Warning,TRUE,"Chassis entry hotel RFID error, write data failed E2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_FAILED_D1,RfidDrOil1,Warning,TRUE,"Chassis entry hotel RFID error, write data failed D1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_FAILED_D2,RfidDrOil2,Warning,TRUE,"Chassis entry hotel RFID error, write data failed D2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT_P1,RfidProbesOil1,Warning,TRUE,"Chassis entry hotel RFID error, write data buffer corrupt P1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT_P2,RfidProbesOil2,Warning,TRUE,"Chassis entry hotel RFID error, write data buffer corrupt P2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT_E1,RfidEvagreenOil1,Warning,TRUE,"Chassis entry hotel RFID error, write data buffer corrupt E1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT_E2,RfidEvagreenOil2,Warning,TRUE,"Chassis entry hotel RFID error, write data buffer corrupt E2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT_D1,RfidDrOil1,Warning,TRUE,"Chassis entry hotel RFID error, write data buffer corrupt D1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT_D2,RfidDrOil2,Warning,TRUE,"Chassis entry hotel RFID error, write data buffer corrupt D2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_MODULE_1_BUS_DOWN,RfidProbesOil1,Warning,TRUE,"Chassis entry hotel RFID error, module 1 bus down"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_MODULE_2_BUS_DOWN,RfidProbesOil2,Warning,TRUE,"Chassis entry hotel RFID error, module 2 bus down"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_MODULE_3_BUS_DOWN,RfidEvagreenOil1,Warning,TRUE,"Chassis entry hotel RFID error, module 3 bus down"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_MODULE_4_BUS_DOWN,RfidEvagreenOil2,Warning,TRUE,"Chassis entry hotel RFID error, module 4 bus down"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_MODULE_5_BUS_DOWN,RfidDrOil1,Warning,TRUE,"Chassis entry hotel RFID error, module 5 bus down"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_MODULE_6_BUS_DOWN,RfidDrOil2,Warning,TRUE,"Chassis entry hotel RFID error, module 6 bus down"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_P1,RfidProbesOil1,Warning,TRUE,"Chassis entry hotel RFID error, resetting module power P1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_P2,RfidProbesOil2,Warning,TRUE,"Chassis entry hotel RFID error, resetting module power P2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_E1,RfidEvagreenOil1,Warning,TRUE,"Chassis entry hotel RFID error, resetting module power E1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_E2,RfidEvagreenOil2,Warning,TRUE,"Chassis entry hotel RFID error, resetting module power E2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_D1,RfidDrOil1,Warning,TRUE,"Chassis entry hotel RFID error, resetting module power D1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_D2,RfidDrOil2,Warning,TRUE,"Chassis entry hotel RFID error, resetting module power D2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_P1,RfidProbesOil1,Warning,TRUE,"Chassis entry hotel RFID error, resetting I2C peripheral P1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_P2,RfidProbesOil2,Warning,TRUE,"Chassis entry hotel RFID error, resetting I2C peripheral P2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_E1,RfidEvagreenOil1,Warning,TRUE,"Chassis entry hotel RFID error, resetting I2C peripheral E1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_E2,RfidEvagreenOil2,Warning,TRUE,"Chassis entry hotel RFID error, resetting I2C peripheral E2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_D1,RfidDrOil1,Warning,TRUE,"Chassis entry hotel RFID error, resetting I2C peripheral D1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_D2,RfidDrOil2,Warning,TRUE,"Chassis entry hotel RFID error, resetting I2C peripheral D2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_P1,RfidProbesOil1,Warning,TRUE,"Chassis entry hotel RFID error, talking to bottle LED's P1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_P2,RfidProbesOil2,Warning,TRUE,"Chassis entry hotel RFID error, talking to bottle LED's P2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_E1,RfidEvagreenOil1,Warning,TRUE,"Chassis entry hotel RFID error, talking to bottle LED's E1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_E2,RfidEvagreenOil2,Warning,TRUE,"Chassis entry hotel RFID error, talking to bottle LED's E2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_D1,RfidDrOil1,Warning,TRUE,"Chassis entry hotel RFID error, talking to bottle LED's D1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_D2,RfidDrOil2,Warning,TRUE,"Chassis entry hotel RFID error, talking to bottle LED's D2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_IS_HUNG_P1,RfidProbesOil1,Warning,TRUE,"Chassis entry hotel RFID error, P1 is hung"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_IS_HUNG_P2,RfidProbesOil2,Warning,TRUE,"Chassis entry hotel RFID error, P2 is hung"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_IS_HUNG_E1,RfidEvagreenOil1,Warning,TRUE,"Chassis entry hotel RFID error, E1 is hung"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_IS_HUNG_E2,RfidEvagreenOil2,Warning,TRUE,"Chassis entry hotel RFID error, E2 is hung"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_IS_HUNG_D1,RfidDrOil1,Warning,TRUE,"Chassis entry hotel RFID error, D1 is hung"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_IS_HUNG_D2,RfidDrOil2,Warning,TRUE,"Chassis entry hotel RFID error, D2 is hung"
ERROR_CHASIS_ENTRY_HOTEL_SLOT_RESERVE_FAIL_SLOT1,InboxSlot,AssistanceNeeded,TRUE,"There is an unexpected plate in Inbox Slot 1.
 •  Please remove it."
ERROR_CHASIS_ENTRY_HOTEL_SLOT_RESERVE_FAIL_SLOT2,InboxSlot,AssistanceNeeded,TRUE,"There is an unexpected plate in Inbox Slot 2.
 •  Please remove it."
ERROR_CHASIS_ENTRY_HOTEL_SLOT_RESERVE_FAIL_SLOT3,InboxSlot,AssistanceNeeded,TRUE,"There is an unexpected plate in Inbox Slot 3.
 •  Please remove it."
ERROR_CHASIS_ENTRY_HOTEL_SLOT_RESERVE_FAIL_SLOT4,InboxSlot,AssistanceNeeded,TRUE,"There is an unexpected plate in Inbox Slot 4.
 •  Please remove it."
ERROR_CHASIS_ENTRY_HOTEL_SLOT_RESERVE_FAIL_SLOT5,InboxSlot,AssistanceNeeded,TRUE,"There is an unexpected plate in Inbox Slot 5.
 •  Please remove it."
ERROR_CHASIS_ENTRY_HOTEL_UNEXPECTED_PLATE_SLOT1,InboxSlot,AssistanceNeeded,TRUE,Unexpected plate in Inbox Slot 1. Please remove the plate.
ERROR_CHASIS_ENTRY_HOTEL_UNEXPECTED_PLATE_SLOT2,InboxSlot,AssistanceNeeded,TRUE,Unexpected plate in Inbox Slot 2. Please remove the plate.
ERROR_CHASIS_ENTRY_HOTEL_UNEXPECTED_PLATE_SLOT3,InboxSlot,AssistanceNeeded,TRUE,Unexpected plate in Inbox Slot 3. Please remove the plate.
ERROR_CHASIS_ENTRY_HOTEL_UNEXPECTED_PLATE_SLOT4,InboxSlot,AssistanceNeeded,TRUE,Unexpected plate in Inbox Slot 4. Please remove the plate.
ERROR_CHASIS_ENTRY_HOTEL_UNEXPECTED_PLATE_SLOT5,InboxSlot,AssistanceNeeded,TRUE,Unexpected plate in Inbox Slot 5. Please remove the plate.
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_BAD_TAG_TYPE_W1,RfidWaste1,AssistanceNeeded,TRUE,"The information on Waste bottle 1 could not be read successfully.
 Please remove it and try another bottle."
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_BAD_TAG_TYPE_W2,RfidWaste2,AssistanceNeeded,TRUE,"The information on Waste bottle 2 could not be read successfully.
 Please remove it and try another bottle."
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_CORRUPT_TAG_W1,RfidWaste1,AssistanceNeeded,TRUE,"Chassis exit hotel RFID error, corrupt tag W1"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_CORRUPT_TAG_W2,RfidWaste2,AssistanceNeeded,TRUE,"Chassis exit hotel RFID error, corrupt tag W2"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_BUS_ERROR_W1,RfidWaste1,Warning,TRUE,"Chassis exit hotel RFID error, bus error W1"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_BUS_ERROR_W2,RfidWaste2,Warning,TRUE,"Chassis exit hotel RFID error, bus error W2"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TIMEOUT_W1,RfidWaste1,Warning,TRUE,"Chassis exit hotel RFID error, timeout W1"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TIMEOUT_W2,RfidWaste2,Warning,TRUE,"Chassis exit hotel RFID error, timeout W2"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_W1,RfidWaste1,AssistanceNeeded,TRUE,"The information on Waste bottle 1 could not be read successfully.
 • Please remove it and try another bottle."
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_W2,RfidWaste2,AssistanceNeeded,TRUE,"The information on Waste bottle 2 could not be read successfully.
 • Please remove it and try another bottle."
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_W1,RfidWaste1,AssistanceNeeded,TRUE,"The information on Waste bottle 1 could not be read successfully.
 • Please remove it and try another bottle."
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_W2,RfidWaste2,AssistanceNeeded,TRUE,"The information on Waste bottle 2 could not be read successfully.
 • Please remove it and try another bottle."
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_UNKNOWN_ERROR_W1,RfidWaste1,Warning,TRUE,"Chassis exit hotel RFID error, unknown error W1"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_UNKNOWN_ERROR_W2,RfidWaste2,Warning,TRUE,"Chassis exit hotel RFID error, unknown error W2"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE_W1,RfidWaste1,Warning,TRUE,"Chassis exit hotel RFID error, tag changed before write W1"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TAG_CHANGED_BEFORE_WRITE_W2,RfidWaste2,Warning,TRUE,"Chassis exit hotel RFID error, tag changed before write W2"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_WRITE_DATA_FAILED_W1,RfidWaste1,Warning,TRUE,"Chassis exit hotel RFID error, write data failed W1"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_WRITE_DATA_FAILED_W2,RfidWaste2,Warning,TRUE,"Chassis exit hotel RFID error, write data failed W2"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT_W1,RfidWaste1,Warning,TRUE,"Chassis exit hotel RFID error, write data buffer corrupt W1"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_WRITE_DATA_BUFFER_CORRUPT_W2,RfidWaste2,Warning,TRUE,"Chassis exit hotel RFID error, write data buffer corrupt W2"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_MODULE_1_BUS_DOWN,RfidWaste1,Warning,TRUE,"Chassis exit hotel RFID error, module 1 bus down"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_MODULE_2_BUS_DOWN,RfidWaste2,Warning,TRUE,"Chassis exit hotel RFID error, module 2 bus down"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_W1,RfidWaste1,Warning,TRUE,"Chassis exit hotel RFID error, resetting module power W1"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_RESETTING_MODULE_POWER_W2,RfidWaste2,Warning,TRUE,"Chassis exit hotel RFID error, resetting module power W2"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_W1,RfidWaste1,Warning,TRUE,"Chassis exit hotel RFID error, resetting I2C peripheral W1"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_RESETTING_I2C_PERIPHERAL_W2,RfidWaste2,Warning,TRUE,"Chassis exit hotel RFID error, resetting I2C peripheral W2"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_W1,RfidWaste1,Warning,TRUE,"Chassis exit hotel RFID error, talking to bottle LED's W1"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_TALKING_TO_BOTTLE_LEDS_W2,RfidWaste2,Warning,TRUE,"Chassis exit hotel RFID error, talking to bottle LED's W2"
ERROR_CHASIS_EXIT_HOTEL_RFID_ERROR_IS_HUNG_W1,RfidWaste1,Warning,TRUE,"Chassis exit hotel RFID error, W1 is hung"
