TOTAL JOIN TABLE SUMMARY:::::,,,,,,,,,,,
,,,,,,,,,,,
"	FirstValueSource = .\Instrument Errors.xlsx",,,,,,,,,,,
"	SecondValueSource = .\DNA2InstrumentErrorCodes.json",,,,,,,,,,,
ErrorCode_1,ErrorCode_2,ErrorType_1,ErrorType_2,ErrorModule,ErrorModuleSuggestions,ErrorHasMsg_1,ErrorHasMsgSuggestion_1,ErrorMsg_1,ErrorHasMsg_2,ErrorHasMsgSuggestion_2,ErrorMsg_2
RFID_STATION_WRONG_PLATE_ID,RFID_STATION_WRONG_PLATE_ID,AssistanceNeeded,Warning,Instrument,Instrument,FALSE,FALSE,,TRUE,TRUE,Plate from an entry hotel slot has a different RFID than originally scanned.
RFID_STATION_READ_FAILED,RFID_STATION_READ_FAILED,AssistanceNeeded,Warning,Instrument,Instrument,FALSE,FALSE,,TRUE,TRUE,RFID station read failed
RFID_STATION_WRITE_FAILED,RFID_STATION_WRITE_FAILED,AssistanceNeeded,AssistanceNeeded,Instrument,Instrument,FALSE,FALSE,,TRUE,TRUE,RFID station write failed
ERROR_DR_DETECTOR_LED_DRIVE_V24V_OUT_OF_RANGE,ERROR_DR_DETECTOR_LED_DRIVE_V24V_OUT_OF_RANGE,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_V5V_OUT_OF_RANGE,ERROR_DR_DETECTOR_LED_DRIVE_V5V_OUT_OF_RANGE,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_V3p3_OUT_OF_RANGE,ERROR_DR_DETECTOR_LED_DRIVE_V3p3_OUT_OF_RANGE,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_V12V_OUT_OF_RANGE,ERROR_DR_DETECTOR_LED_DRIVE_V12V_OUT_OF_RANGE,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_V5p6_OUT_OF_RANGE,ERROR_DR_DETECTOR_LED_DRIVE_V5p6_OUT_OF_RANGE,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_V4p65_OUT_OF_RANGE,ERROR_DR_DETECTOR_LED_DRIVE_V4p65_OUT_OF_RANGE,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_V24_CURRENT_OUT_OF_RANGE,ERROR_DR_DETECTOR_LED_DRIVE_V24_CURRENT_OUT_OF_RANGE,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_LOCAL_TEMP_OUT_OF_RANGE,ERROR_DR_DETECTOR_LED_DRIVE_LOCAL_TEMP_OUT_OF_RANGE,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_REMOTE_TEMP_OUT_OF_RANGE,ERROR_DR_DETECTOR_LED_DRIVE_REMOTE_TEMP_OUT_OF_RANGE,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_FAN_CURRENT_RED_OUT_OF_RANGE,ERROR_DR_DETECTOR_LED_DRIVE_FAN_CURRENT_RED_OUT_OF_RANGE,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_FAN_CURRENT_GREEN_OUT_OF_RANGE,ERROR_DR_DETECTOR_LED_DRIVE_FAN_CURRENT_GREEN_OUT_OF_RANGE,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_LED_RED_CURRENT_OUT_OF_RANGE,ERROR_DR_DETECTOR_LED_DRIVE_LED_RED_CURRENT_OUT_OF_RANGE,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_LED_GREEN_CURRENT_OUT_OF_RANGE,ERROR_DR_DETECTOR_LED_DRIVE_LED_GREEN_CURRENT_OUT_OF_RANGE,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_LED_RED_DRIVE_TEMP_OUT_OF_RANGE,ERROR_DR_DETECTOR_LED_DRIVE_LED_RED_DRIVE_TEMP_OUT_OF_RANGE,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_LED_GREEN_DRIVE_TEMP_OUT_OF_RANGE,ERROR_DR_DETECTOR_LED_DRIVE_LED_GREEN_DRIVE_TEMP_OUT_OF_RANGE,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_RED_FAN_LOCK_ERROR,ERROR_DR_DETECTOR_LED_DRIVE_RED_FAN_LOCK_ERROR,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_CYAN_FAN_LOCK_ERROR,ERROR_DR_DETECTOR_LED_DRIVE_CYAN_FAN_LOCK_ERROR,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_PID_UNSETTLED,ERROR_DR_DETECTOR_LED_DRIVE_PID_UNSETTLED,ServiceCall,ServiceCall,DR,DR,FALSE,FALSE,,TRUE,TRUE,DR detector LED drive PID unsettled
ERROR_DR_DETECTOR_LED_DRIVE_PID_FAILED_TIMEOUT,ERROR_DR_DETECTOR_LED_DRIVE_PID_FAILED_TIMEOUT,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_GREEN_LED_DAC_WARNING_LEVEL_REACHED,ERROR_DR_DETECTOR_LED_DRIVE_GREEN_LED_DAC_WARNING_LEVEL_REACHED,Warning,ServiceCall,DR,DR,FALSE,FALSE,,TRUE,TRUE,DR detector LED drive green LED DAC warning level reached
ERROR_DR_DETECTOR_LED_DRIVE_RED_LED_DAC_WARNING_LEVEL_REACHED,ERROR_DR_DETECTOR_LED_DRIVE_RED_LED_DAC_WARNING_LEVEL_REACHED,Warning,ServiceCall,DR,DR,FALSE,FALSE,,TRUE,TRUE,DR detector LED drive red LED DAC warning level reached
ERROR_DR_DETECTOR_LED_DRIVE_GREEN_LED_DAC_MAX_VALUE_REACHED,ERROR_DR_DETECTOR_LED_DRIVE_GREEN_LED_DAC_MAX_VALUE_REACHED,ServiceCall,ServiceCall,DR,DR,FALSE,FALSE,,TRUE,TRUE,DR detector LED drive green LED DAC max value reached
ERROR_DR_DETECTOR_LED_DRIVE_RED_LED_DAC_MAX_VALUE_REACHED,ERROR_DR_DETECTOR_LED_DRIVE_RED_LED_DAC_MAX_VALUE_REACHED,ServiceCall,ServiceCall,DR,DR,FALSE,FALSE,,TRUE,TRUE,DR detector LED drive red LED DAC max value reached
ERROR_DR_DETECTOR_LED_DRIVE_FAN_FAILURE_ERROR,ERROR_DR_DETECTOR_LED_DRIVE_FAN_FAILURE_ERROR,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_CONFIGURATION_ERROR,ERROR_DR_DETECTOR_LED_DRIVE_CONFIGURATION_ERROR,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_DIGITAL_POT_ERROR,ERROR_DR_DETECTOR_LED_DRIVE_DIGITAL_POT_ERROR,ServiceCall,ServiceCall,DR,DR,TRUE,TRUE,"A Droplet Reader error has occurred.  Please allow the current runs to complete, if possible.  Then power cycle the instrument and try again.  If the issue persists, please call Bio-Rad support.",TRUE,TRUE,"A Droplet Reader error has occurred.
 Please allow the current runs to complete, if possible.
 Then power cycle the instrument and try again.
 If the issue persists, please call Bio-Rad support."
ERROR_DR_DETECTOR_LED_DRIVE_UNKNOWN_ERROR,ERROR_DR_DETECTOR_LED_DRIVE_UNKNOWN_ERROR,ServiceCall,ServiceCall,DR,DR,FALSE,FALSE,,TRUE,TRUE,DR detector LED drive unknown error
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BAD_TAG_TYPE_P1,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BAD_TAG_TYPE_P1,AssistanceNeeded,AssistanceNeeded,RfidProbesOil1,"RfidProbesOil1,Inbox",TRUE,TRUE,The information on Droplet Generator Probes bottle 1 could not be read successfully.  Please remove it and try another bottle.,TRUE,TRUE,The information on Droplet Generation Oil for Probes bottle 1 could not be read successfully. Please remove it and try another bottle.
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BAD_TAG_TYPE_P2,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BAD_TAG_TYPE_P2,AssistanceNeeded,AssistanceNeeded,RfidProbesOil2,"RfidProbesOil2,Inbox",TRUE,TRUE,The information on Droplet Generator Probes bottle 2 could not be read successfully.  Please remove it and try another bottle.,TRUE,TRUE,The information on Droplet Generation Oil for Probes bottle 2 could not be read successfully. Please remove it and try another bottle.
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BAD_TAG_TYPE_E1,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BAD_TAG_TYPE_E1,AssistanceNeeded,AssistanceNeeded,RfidEvagreenOil1,"RfidEvagreenOil1,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, bad tag type E1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BAD_TAG_TYPE_E2,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BAD_TAG_TYPE_E2,AssistanceNeeded,AssistanceNeeded,RfidEvagreenOil2,"RfidEvagreenOil2,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, bad tag type E2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BAD_TAG_TYPE_D1,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BAD_TAG_TYPE_D1,AssistanceNeeded,AssistanceNeeded,RfidDrOil1,"RfidDrOil1,Inbox",TRUE,TRUE,The information on Droplet Reader bottle 1 could not be read successfully.  Please remove it and try another bottle.,TRUE,TRUE,The information on Droplet Reader bottle 1 could not be read successfully. Please remove it and try another bottle.
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BAD_TAG_TYPE_D2,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BAD_TAG_TYPE_D2,AssistanceNeeded,AssistanceNeeded,RfidDrOil2,"RfidDrOil2,Inbox",TRUE,TRUE,The information on Droplet Reader bottle 2 could not be read successfully.  Please remove it and try another bottle.,TRUE,TRUE,"""The information on Droplet Reader bottle 2 could not be read successfully. Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_P1,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_P1,AssistanceNeeded,AssistanceNeeded,RfidProbesOil1,"RfidProbesOil1,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, corrupt tag P1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_P2,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_P2,AssistanceNeeded,AssistanceNeeded,RfidProbesOil2,"RfidProbesOil2,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, corrupt tag P2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_E1,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_E1,AssistanceNeeded,AssistanceNeeded,RfidEvagreenOil1,"RfidEvagreenOil1,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, corrupt tag E1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_E2,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_E2,AssistanceNeeded,AssistanceNeeded,RfidEvagreenOil2,"RfidEvagreenOil2,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, corrupt tag E2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_D1,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_D1,AssistanceNeeded,AssistanceNeeded,RfidDrOil1,"RfidDrOil1,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, corrupt tag D1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_D2,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_TAG_D2,AssistanceNeeded,AssistanceNeeded,RfidDrOil2,"RfidDrOil2,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, corrupt tag D2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_P1,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_P1,Warning,Warning,RfidProbesOil1,"RfidProbesOil1,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, bus error P1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_P2,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_P2,Warning,Warning,RfidProbesOil2,"RfidProbesOil2,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, bus error P2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_E1,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_E1,Warning,Warning,RfidEvagreenOil1,"RfidEvagreenOil1,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, bus error E1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_E2,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_E2,Warning,Warning,RfidEvagreenOil2,"RfidEvagreenOil2,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, bus error E2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_D1,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_D1,Warning,Warning,RfidDrOil1,"RfidDrOil1,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, bus error D1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_D2,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_BUS_ERROR_D2,Warning,Warning,RfidDrOil2,"RfidDrOil2,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, bus error D2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_P1,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_P1,Warning,Warning,RfidProbesOil1,"RfidProbesOil1,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, timeout P1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_P2,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_P2,Warning,Warning,RfidProbesOil2,"RfidProbesOil2,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, timeout P2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_E1,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_E1,Warning,Warning,RfidEvagreenOil1,"RfidEvagreenOil1,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, timeout E1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_E2,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_E2,Warning,Warning,RfidEvagreenOil2,"RfidEvagreenOil2,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, timeout E2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_D1,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_D1,Warning,Warning,RfidDrOil1,"RfidDrOil1,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, timeout D1"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_D2,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_TIMEOUT_D2,Warning,Warning,RfidDrOil2,"RfidDrOil2,Inbox",FALSE,FALSE,,TRUE,TRUE,"Chassis entry hotel RFID error, timeout D2"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_P1,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_P1,AssistanceNeeded,AssistanceNeeded,RfidProbesOil1,"RfidProbesOil1,Inbox",TRUE,TRUE,The information on Droplet Generation Oil for Probes bottle 1 could not be read successfully.  Please remove it and try another bottle.,TRUE,TRUE,"The information on Droplet Generation Oil for Probes bottle 1 could not be read successfully.
 • Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_P2,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_P2,AssistanceNeeded,AssistanceNeeded,RfidProbesOil2,"RfidProbesOil2,Inbox",TRUE,TRUE,The information on Droplet Generation Oil for Probes bottle 2 could not be read successfully.  Please remove it and try another bottle.,TRUE,TRUE,"The information on Droplet Generation Oil for Probes bottle 2 could not be read successfully.
 • Please remove it and try another bottle"
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_E1,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_E1,AssistanceNeeded,AssistanceNeeded,RfidEvagreenOil1,"RfidEvagreenOil1,Inbox",FALSE,FALSE,,TRUE,TRUE,"The bottle inserted into the DG Oil EvaGreen 1 slot has a corrupted Read-Only RFID section.
 • Remove and insert a bottle with DG EvaGreen Oil."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_E2,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_E2,AssistanceNeeded,AssistanceNeeded,RfidEvagreenOil2,"RfidEvagreenOil2,Inbox",FALSE,FALSE,,TRUE,TRUE,"The bottle inserted into the DG Oil EvaGreen 2 slot has a corrupted Read-Only RFID section.
 • Remove and insert a bottle with DG EvaGreen Oil."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_D1,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_D1,AssistanceNeeded,AssistanceNeeded,RfidDrOil1,"RfidDrOil1,Inbox",TRUE,TRUE,The information on Droplet Reader bottle 1 could not be read successfully.  Please remove it and try another bottle.,TRUE,TRUE,"The information on Droplet Reader bottle 1 could not be read successfully.
 Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_D2,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RO_SECTION_D2,AssistanceNeeded,AssistanceNeeded,RfidDrOil2,"RfidDrOil2,Inbox",TRUE,TRUE,The information on Droplet Reader bottle 2 could not be read successfully.  Please remove it and try another bottle.,TRUE,TRUE,"The information on Droplet Reader bottle 2 could not be read successfully.
 Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_P1,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_P1,AssistanceNeeded,AssistanceNeeded,RfidProbesOil1,"RfidProbesOil1,Inbox",TRUE,TRUE,The information on Droplet Generation Oil for Probes bottle 1 could not be read successfully.  Please remove it and try another bottle.,TRUE,TRUE,"The information on Droplet Generation Oil for Probes bottle 1 could not be read successfully.
 • Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_P2,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_P2,AssistanceNeeded,AssistanceNeeded,RfidProbesOil2,"RfidProbesOil2,Inbox",TRUE,TRUE,The information on Droplet Generation Oil for Probes bottle 2 could not be read successfully.  Please remove it and try another bottle.,TRUE,TRUE,"The information on Droplet Generation Oil for Probes bottle 2 could not be read successfully.
 • Please remove it and try another bottle."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_E1,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_E1,AssistanceNeeded,AssistanceNeeded,RfidEvagreenOil1,"RfidEvagreenOil1,Inbox",FALSE,FALSE,,TRUE,TRUE,"The bottle inserted into the DG Oil EvaGreen 1 slot has a corrupted Read-Write RFID section.
 • Remove and insert a bottle with DG EvaGreen Oil."
ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_E2,ERROR_CHASIS_ENTRY_HOTEL_RFID_ERROR_CORRUPT_RW_SECTION_E2,AssistanceNeeded,AssistanceNeeded,RfidEvagreenOil2,"RfidEvagreenOil2,Inbox",FALSE,FALSE,,TRUE,TRUE,"The bottle inserted into the DG Oil EvaGreen 2 slot has a corrupted Read-Write RFID section.
 • Remove and insert a bottle with DG EvaGreen Oil."
